algorithm,graph_type,graph_structure,dag_edges_directed,dag_edges_undirected,dag_nodes,train_size,repetition,seed,categorical,column_order_strategy,column_order,mean_corr_difference,max_corr_difference,propensity_metrics_avg_pMSE,propensity_metrics_pMSE_err,propensity_metrics_avg_acc,propensity_metrics_acc_err,k_marginal_tvd,mean_mi_difference,max_mi_difference,mean_ks_distance,nnaa
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,100,9,51,False,,,0.020117260090886144,0.04421973347549012,0.001482373390910858,5.973805445188725e-05,0.531861378959807,0.0025428127626441676,0.21616666666666665,0.0002579614468788365,0.0002579614468788365,0.059375000000000004,0.5269999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,0,42,False,,,0.02579555429582688,0.046775877523980824,0.0005720627618309576,0.00012411302031259383,0.515279565585774,0.009581954923486041,0.23733333333333337,0.00017062045717584006,0.00017062045717584006,0.062375,0.52875
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,1,43,False,,,0.01906867129550679,0.03822188802024892,0.0021274361183571586,0.00019347359252178654,0.5324079012428778,0.007364556028799122,0.20933333333333334,0.00017061823426689198,0.00017061823426689198,0.045500000000000006,0.5235000000000001
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,2,44,False,,,0.04963029774712186,0.10162501546623842,0.0012224424548705618,0.00013416314762583297,0.5209434158952804,0.006959376456104964,0.21008333333333332,0.0002811052829020559,0.0002811052829020559,0.042249999999999996,0.50675
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,3,45,False,,,0.0061890952197831564,0.013735465106929023,0.0004156834528730549,6.130887187403486e-05,0.5025589785234283,0.008387670618997162,0.20825000000000002,0.00012897190128962266,0.00012897190128962266,0.0225,0.5129999999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,4,46,False,,,0.005148141227338837,0.011307030324121281,0.0013643920647989864,0.00013708939488499776,0.5226195440280679,0.009699585235304406,0.22141666666666668,0.00011169633849943373,0.00011169633849943373,0.039625,0.51325
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,5,47,False,,,0.05378289207523903,0.10858912390441967,0.0014431066748007483,0.00011861150263927523,0.5211236602022989,0.0067596237982765536,0.22550000000000003,0.00017062934953516892,0.00017062934953516892,0.034749999999999996,0.52225
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,6,48,False,,,0.005012445809809776,0.012452164234376045,0.0020015940223745586,0.00019706106262927173,0.5323606145893933,0.005578404669961506,0.213,0.00018240628884674974,0.00018240628884674974,0.038875,0.5075000000000001
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,7,49,False,,,0.007778777297084973,0.016216202508223056,0.001938247017405939,0.00016208748612051268,0.5245859236240548,0.0075828012946797165,0.2084166666666667,0.0002579614468788365,0.0002579614468788365,0.053375,0.516
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,8,50,False,,,0.010514170756097082,0.02878506959070465,0.0013323057368827258,0.00012960008195070594,0.5253004342894665,0.005338201507942569,0.22841666666666668,0.0003412520296560224,0.0003412520296560224,0.043250000000000004,0.5257499999999999
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,200,9,51,False,,,0.009870004408515057,0.02686526136293909,0.0005963313023978234,5.884481841943592e-05,0.5164956798361577,0.01252564653261965,0.2085,0.0002811052829020559,0.0002811052829020559,0.041375,0.5085
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,0,42,False,,,0.009205993738742728,0.020949366700004246,0.0008415995292945429,6.761846199031013e-05,0.5176525280447489,0.006978792446082185,0.21658333333333335,0.00028112012663592315,0.00028112012663592315,0.036875000000000005,0.51625
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,1,43,False,,,0.01843138592596556,0.03814190347534413,9.572907055567058e-05,3.3207129401137276e-05,0.4979541676976331,0.007748173821891179,0.20824999999999996,0.0001824104473320963,0.0001824104473320963,0.028375,0.51525
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,2,44,False,,,0.02748119226394105,0.057325891025050944,0.0007439098691817026,7.332131749363075e-05,0.5151573716878869,0.009957146025404007,0.20566666666666666,0.0001706293495353173,0.0001706293495353173,0.039875,0.5005
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,3,45,False,,,0.009499873830579786,0.020497113339177808,0.0009027736180783525,0.00011020156447824638,0.5229767183038228,0.007111197024970565,0.2041666666666667,0.00012897190128962266,0.00012897190128962266,0.028874999999999998,0.50875
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,4,46,False,,,0.004456300060483637,0.00877351743268967,0.00039361268553917626,8.613718714808463e-05,0.5074220224400748,0.0055867214029081515,0.21158333333333335,0.00011169633849943373,0.00011169633849943373,0.03425,0.5205
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,5,47,False,,,0.043143113007809854,0.09213233346789773,0.0005536077584445959,0.00010509959557675982,0.513120200765267,0.008256322445717012,0.21966666666666665,0.0002811052829020559,0.0002811052829020559,0.03975,0.50825
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,6,48,False,,,0.009767228077955171,0.016502658175562384,0.00047106807022269197,8.196311329636396e-05,0.5146372849796951,0.010647334131768722,0.20425000000000001,0.0002579614468788562,0.0002579614468788562,0.034625,0.50525
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,7,49,False,,,0.012673832353626673,0.027513261190116267,0.0007817628100484095,5.1787997669047186e-05,0.522738116281481,0.005147346297837929,0.21066666666666667,0.0001289777826111176,0.0001289777826111176,0.0405,0.51675
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,8,50,False,,,0.004804540592781212,0.008015284914136,0.00027468158479416755,8.906913042526524e-05,0.4984473568986908,0.011115061637146716,0.21558333333333335,0.0001706293495353173,0.0001706293495353173,0.033625,0.51025
cpdag,cpdag,"{0: {'parents': [], 'undirected': []}, 1: {'parents': [0, 2], 'undirected': []}, 2: {'parents': [], 'undirected': [3]}, 3: {'parents': [], 'undirected': [2]}}",2,1,4,500,9,51,False,,,0.047309287809787604,0.10335380432467839,0.0006311620497958333,0.00011995440946481063,0.5171104541875478,0.010166656959709561,0.21325000000000002,0.00022339607229778465,0.00022339607229778465,0.026,0.5075
